uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,INDETERMINADA,HOSPITAL,"70 - 79",F,1
RJ,INDETERMINADA,HOSPITAL,"70 - 79",M,3
RJ,INDETERMINADA,OUTRO,"70 - 79",F,1
RJ,INDETERMINADA,OUTRO,"70 - 79",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,23
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,13
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
RJ,PNEUMONIA,DOMICILIO,"70 - 79",F,1
RJ,PNEUMONIA,DOMICILIO,"70 - 79",M,1
RJ,PNEUMONIA,HOSPITAL,"70 - 79",F,51
RJ,PNEUMONIA,HOSPITAL,"70 - 79",M,50
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
RJ,SEPTICEMIA,HOSPITAL,"70 - 79",F,40
RJ,SEPTICEMIA,HOSPITAL,"70 - 79",M,41
RJ,SEPTICEMIA,IGNORADO,"70 - 79",M,1
RJ,SEPTICEMIA,OUTRO,"70 - 79",F,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,10
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
RJ,SRAG,HOSPITAL,"70 - 79",F,4
RJ,SRAG,HOSPITAL,"70 - 79",M,5
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
RN,OUTRAS,DOMICILIO,"70 - 79",F,6
RN,OUTRAS,DOMICILIO,"70 - 79",M,4
RN,OUTRAS,HOSPITAL,"70 - 79",F,10
RN,OUTRAS,HOSPITAL,"70 - 79",M,7
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
RN,COVID,HOSPITAL,"70 - 79",F,5
RN,COVID,HOSPITAL,"70 - 79",M,9
RN,COVID,IGNORADO,"70 - 79",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
RN,PNEUMONIA,DOMICILIO,"70 - 79",F,1
RN,PNEUMONIA,DOMICILIO,"70 - 79",M,1
RN,PNEUMONIA,HOSPITAL,"70 - 79",F,2
RN,PNEUMONIA,HOSPITAL,"70 - 79",M,2
RN,SEPTICEMIA,HOSPITAL,"70 - 79",M,1
RO,OUTRAS,DOMICILIO,"70 - 79",F,7
RO,OUTRAS,DOMICILIO,"70 - 79",M,9
RO,OUTRAS,HOSPITAL,"70 - 79",F,4
RO,OUTRAS,HOSPITAL,"70 - 79",M,6
RO,COVID,DOMICILIO,"70 - 79",M,1
RO,COVID,HOSPITAL,"70 - 79",F,7
RO,COVID,HOSPITAL,"70 - 79",M,8
RO,INDETERMINADA,OUTRO,"70 - 79",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,4
RO,PNEUMONIA,DOMICILIO,"70 - 79",M,2
RO,PNEUMONIA,HOSPITAL,"70 - 79",M,2
RO,SEPTICEMIA,HOSPITAL,"70 - 79",M,6
RR,OUTRAS,DOMICILIO,"70 - 79",M,1
RR,OUTRAS,HOSPITAL,"70 - 79",M,1
RR,PNEUMONIA,DOMICILIO,"70 - 79",M,1
RR,SEPTICEMIA,HOSPITAL,"70 - 79",M,1
RS,OUTRAS,DOMICILIO,"70 - 79",F,42
RS,OUTRAS,DOMICILIO,"70 - 79",M,51
RS,OUTRAS,HOSPITAL,"70 - 79",F,77
RS,OUTRAS,HOSPITAL,"70 - 79",M,103
RS,OUTRAS,IGNORADO,"70 - 79",F,2
RS,OUTRAS,IGNORADO,"70 - 79",M,1
RS,OUTRAS,OUTRO,"70 - 79",F,4
RS,OUTRAS,OUTRO,"70 - 79",M,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,8
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,8
RS,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
RS,COVID,DOMICILIO,"70 - 79",F,1
RS,COVID,DOMICILIO,"70 - 79",M,2
RS,COVID,HOSPITAL,"70 - 79",F,81
RS,COVID,HOSPITAL,"70 - 79",M,109
RS,COVID,IGNORADO,"70 - 79",F,7
RS,COVID,IGNORADO,"70 - 79",M,4
RS,COVID,OUTRO,"70 - 79",M,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
RS,INDETERMINADA,DOMICILIO,"70 - 79",F,1
RS,INDETERMINADA,DOMICILIO,"70 - 79",M,2
RS,INDETERMINADA,HOSPITAL,"70 - 79",F,1
RS,INDETERMINADA,HOSPITAL,"70 - 79",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,19
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,14
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
RS,PNEUMONIA,HOSPITAL,"70 - 79",F,25
RS,PNEUMONIA,HOSPITAL,"70 - 79",M,35
RS,PNEUMONIA,IGNORADO,"70 - 79",F,3
RS,PNEUMONIA,IGNORADO,"70 - 79",M,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
RS,SEPTICEMIA,HOSPITAL,"70 - 79",F,34
RS,SEPTICEMIA,HOSPITAL,"70 - 79",M,39
RS,SEPTICEMIA,IGNORADO,"70 - 79",F,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
RS,SRAG,HOSPITAL,"70 - 79",F,2
RS,SRAG,HOSPITAL,"70 - 79",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
SC,OUTRAS,DOMICILIO,"70 - 79",F,7
SC,OUTRAS,DOMICILIO,"70 - 79",M,19
SC,OUTRAS,HOSPITAL,"70 - 79",F,29
SC,OUTRAS,HOSPITAL,"70 - 79",M,46
SC,OUTRAS,OUTRO,"70 - 79",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
SC,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
SC,COVID,DOMICILIO,"70 - 79",F,1
SC,COVID,DOMICILIO,"70 - 79",M,2
SC,COVID,HOSPITAL,"70 - 79",F,33
SC,COVID,HOSPITAL,"70 - 79",M,40
SC,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
SC,INDETERMINADA,DOMICILIO,"70 - 79",F,1
SC,INDETERMINADA,OUTRO,"70 - 79",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,5
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,3
SC,PNEUMONIA,HOSPITAL,"70 - 79",F,11
SC,PNEUMONIA,HOSPITAL,"70 - 79",M,13
SC,PNEUMONIA,OUTRO,"70 - 79",F,2
SC,PNEUMONIA,OUTRO,"70 - 79",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
SC,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
SC,SEPTICEMIA,HOSPITAL,"70 - 79",F,19
SC,SEPTICEMIA,HOSPITAL,"70 - 79",M,17
SE,OUTRAS,DOMICILIO,"70 - 79",F,3
SE,OUTRAS,DOMICILIO,"70 - 79",M,2
SE,OUTRAS,HOSPITAL,"70 - 79",F,1
SE,OUTRAS,HOSPITAL,"70 - 79",M,3
SE,OUTRAS,OUTRO,"70 - 79",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
SE,COVID,HOSPITAL,"70 - 79",F,9
SE,COVID,HOSPITAL,"70 - 79",M,10
SE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
SE,PNEUMONIA,HOSPITAL,"70 - 79",M,4
SE,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
SE,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
SP,OUTRAS,DOMICILIO,"70 - 79",F,60
SP,OUTRAS,DOMICILIO,"70 - 79",I,2
SP,OUTRAS,DOMICILIO,"70 - 79",M,125
SP,OUTRAS,HOSPITAL,"70 - 79",F,201
SP,OUTRAS,HOSPITAL,"70 - 79",I,1
SP,OUTRAS,HOSPITAL,"70 - 79",M,208
SP,OUTRAS,IGNORADO,"70 - 79",F,1
SP,OUTRAS,IGNORADO,"70 - 79",M,1
SP,OUTRAS,OUTRO,"70 - 79",F,10
SP,OUTRAS,OUTRO,"70 - 79",M,9
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,27
SP,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
SP,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
SP,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
SP,OUTRAS,VIA_PUBLICA,"70 - 79",M,4
SP,COVID,DOMICILIO,"70 - 79",F,3
SP,COVID,DOMICILIO,"70 - 79",M,3
SP,COVID,HOSPITAL,"70 - 79",F,162
SP,COVID,HOSPITAL,"70 - 79",M,212
SP,COVID,IGNORADO,"70 - 79",F,3
SP,COVID,IGNORADO,"70 - 79",M,2
SP,COVID,OUTRO,"70 - 79",M,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
SP,INDETERMINADA,DOMICILIO,"70 - 79",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,7
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,8
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,33
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,31
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
SP,PNEUMONIA,DOMICILIO,"70 - 79",F,1
SP,PNEUMONIA,DOMICILIO,"70 - 79",M,2
SP,PNEUMONIA,HOSPITAL,"70 - 79",F,88
SP,PNEUMONIA,HOSPITAL,"70 - 79",M,110
SP,PNEUMONIA,OUTRO,"70 - 79",F,2
SP,PNEUMONIA,OUTRO,"70 - 79",M,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
SP,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
SP,SEPTICEMIA,HOSPITAL,"70 - 79",F,77
SP,SEPTICEMIA,HOSPITAL,"70 - 79",M,94
SP,SEPTICEMIA,OUTRO,"70 - 79",F,2
SP,SEPTICEMIA,OUTRO,"70 - 79",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,8
SP,SRAG,HOSPITAL,"70 - 79",F,6
SP,SRAG,HOSPITAL,"70 - 79",M,8
SP,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
TO,OUTRAS,DOMICILIO,"70 - 79",F,2
TO,OUTRAS,DOMICILIO,"70 - 79",M,3
TO,OUTRAS,HOSPITAL,"70 - 79",F,7
TO,OUTRAS,HOSPITAL,"70 - 79",M,2
TO,OUTRAS,OUTRO,"70 - 79",F,1
TO,COVID,HOSPITAL,"70 - 79",F,1
TO,COVID,HOSPITAL,"70 - 79",M,4
TO,PNEUMONIA,HOSPITAL,"70 - 79",M,2
TO,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
TO,SEPTICEMIA,HOSPITAL,"70 - 79",M,1
AC,OUTRAS,DOMICILIO,"80 - 89",F,1
AC,OUTRAS,DOMICILIO,"80 - 89",M,1
AC,OUTRAS,HOSPITAL,"80 - 89",F,2
AC,OUTRAS,HOSPITAL,"80 - 89",M,3
AC,OUTRAS,OUTRO,"80 - 89",M,1
AC,COVID,HOSPITAL,"80 - 89",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
AC,PNEUMONIA,HOSPITAL,"80 - 89",F,3
AC,PNEUMONIA,HOSPITAL,"80 - 89",M,2
AC,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
AL,OUTRAS,DOMICILIO,"80 - 89",F,14
AL,OUTRAS,DOMICILIO,"80 - 89",M,3
AL,OUTRAS,HOSPITAL,"80 - 89",F,5
AL,OUTRAS,HOSPITAL,"80 - 89",M,4
AL,COVID,HOSPITAL,"80 - 89",F,5
AL,COVID,HOSPITAL,"80 - 89",M,7
AL,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
AL,INDETERMINADA,DOMICILIO,"80 - 89",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
AL,PNEUMONIA,DOMICILIO,"80 - 89",F,1
AL,PNEUMONIA,HOSPITAL,"80 - 89",F,3
AL,PNEUMONIA,HOSPITAL,"80 - 89",M,5
AL,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
AL,SEPTICEMIA,HOSPITAL,"80 - 89",F,2
AL,SEPTICEMIA,HOSPITAL,"80 - 89",M,6
AM,OUTRAS,DOMICILIO,"80 - 89",F,7
AM,OUTRAS,DOMICILIO,"80 - 89",M,10
AM,OUTRAS,HOSPITAL,"80 - 89",F,7
AM,OUTRAS,HOSPITAL,"80 - 89",M,7
AM,COVID,DOMICILIO,"80 - 89",M,1
AM,COVID,HOSPITAL,"80 - 89",F,10
AM,COVID,HOSPITAL,"80 - 89",M,17
AM,INDETERMINADA,DOMICILIO,"80 - 89",M,2
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
AM,PNEUMONIA,HOSPITAL,"80 - 89",F,1
AM,PNEUMONIA,HOSPITAL,"80 - 89",M,5
AM,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
AM,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
AM,SEPTICEMIA,HOSPITAL,"80 - 89",F,1
AM,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
AM,SRAG,DOMICILIO,"80 - 89",F,1
AM,SRAG,HOSPITAL,"80 - 89",F,1
AM,SRAG,HOSPITAL,"80 - 89",M,3
AP,OUTRAS,DOMICILIO,"80 - 89",M,1
AP,COVID,HOSPITAL,"80 - 89",F,1
AP,SEPTICEMIA,HOSPITAL,"80 - 89",M,1
BA,OUTRAS,DOMICILIO,"80 - 89",F,42
BA,OUTRAS,DOMICILIO,"80 - 89",M,24
BA,OUTRAS,HOSPITAL,"80 - 89",F,37
BA,OUTRAS,HOSPITAL,"80 - 89",M,27
BA,OUTRAS,OUTRO,"80 - 89",F,1
BA,OUTRAS,OUTRO,"80 - 89",M,2
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
BA,COVID,DOMICILIO,"80 - 89",F,1
BA,COVID,DOMICILIO,"80 - 89",M,1
BA,COVID,HOSPITAL,"80 - 89",F,25
BA,COVID,HOSPITAL,"80 - 89",M,29
BA,COVID,IGNORADO,"80 - 89",M,1
BA,COVID,OUTRO,"80 - 89",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
BA,INDETERMINADA,DOMICILIO,"80 - 89",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,9
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,7
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
BA,PNEUMONIA,DOMICILIO,"80 - 89",M,3
BA,PNEUMONIA,HOSPITAL,"80 - 89",F,8
BA,PNEUMONIA,HOSPITAL,"80 - 89",M,7
BA,PNEUMONIA,IGNORADO,"80 - 89",M,1
BA,PNEUMONIA,OUTRO,"80 - 89",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
BA,SEPTICEMIA,HOSPITAL,"80 - 89",F,13
BA,SEPTICEMIA,HOSPITAL,"80 - 89",M,14
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
CE,OUTRAS,DOMICILIO,"80 - 89",F,13
CE,OUTRAS,DOMICILIO,"80 - 89",M,13
CE,OUTRAS,HOSPITAL,"80 - 89",F,11
CE,OUTRAS,HOSPITAL,"80 - 89",M,19
CE,OUTRAS,IGNORADO,"80 - 89",F,5
CE,OUTRAS,IGNORADO,"80 - 89",M,11
CE,OUTRAS,OUTRO,"80 - 89",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
CE,COVID,HOSPITAL,"80 - 89",F,4
CE,COVID,HOSPITAL,"80 - 89",M,14
CE,COVID,IGNORADO,"80 - 89",F,1
CE,COVID,IGNORADO,"80 - 89",M,1
CE,COVID,OUTRO,"80 - 89",F,1
CE,COVID,OUTRO,"80 - 89",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,4
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,5
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
CE,PNEUMONIA,DOMICILIO,"80 - 89",F,1
CE,PNEUMONIA,DOMICILIO,"80 - 89",M,3
CE,PNEUMONIA,HOSPITAL,"80 - 89",F,11
CE,PNEUMONIA,HOSPITAL,"80 - 89",M,10
CE,PNEUMONIA,IGNORADO,"80 - 89",F,2
CE,PNEUMONIA,IGNORADO,"80 - 89",M,1
CE,PNEUMONIA,OUTRO,"80 - 89",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
CE,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
CE,SEPTICEMIA,HOSPITAL,"80 - 89",F,11
CE,SEPTICEMIA,HOSPITAL,"80 - 89",M,12
CE,SEPTICEMIA,IGNORADO,"80 - 89",F,3
CE,SEPTICEMIA,IGNORADO,"80 - 89",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
CE,SRAG,DOMICILIO,"80 - 89",M,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
DF,OUTRAS,DOMICILIO,"80 - 89",F,6
DF,OUTRAS,DOMICILIO,"80 - 89",M,5
DF,OUTRAS,HOSPITAL,"80 - 89",F,16
DF,OUTRAS,HOSPITAL,"80 - 89",M,15
DF,OUTRAS,OUTRO,"80 - 89",F,2
DF,OUTRAS,OUTRO,"80 - 89",M,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
DF,COVID,HOSPITAL,"80 - 89",F,5
DF,COVID,HOSPITAL,"80 - 89",M,13
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,3
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
DF,PNEUMONIA,HOSPITAL,"80 - 89",F,8
DF,PNEUMONIA,HOSPITAL,"80 - 89",M,7
DF,PNEUMONIA,OUTRO,"80 - 89",M,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
DF,SEPTICEMIA,HOSPITAL,"80 - 89",F,5
DF,SEPTICEMIA,HOSPITAL,"80 - 89",M,6
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
ES,OUTRAS,DOMICILIO,"80 - 89",F,9
ES,OUTRAS,DOMICILIO,"80 - 89",M,11
ES,OUTRAS,HOSPITAL,"80 - 89",F,17
ES,OUTRAS,HOSPITAL,"80 - 89",M,13
ES,OUTRAS,IGNORADO,"80 - 89",M,1
ES,OUTRAS,OUTRO,"80 - 89",F,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
ES,COVID,DOMICILIO,"80 - 89",F,1
ES,COVID,DOMICILIO,"80 - 89",M,2
ES,COVID,HOSPITAL,"80 - 89",F,22
ES,COVID,HOSPITAL,"80 - 89",M,27
ES,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
ES,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,3
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,3
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,2
ES,PNEUMONIA,DOMICILIO,"80 - 89",F,1
ES,PNEUMONIA,DOMICILIO,"80 - 89",M,3
ES,PNEUMONIA,HOSPITAL,"80 - 89",F,7
ES,PNEUMONIA,HOSPITAL,"80 - 89",M,11
ES,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
ES,SEPTICEMIA,HOSPITAL,"80 - 89",F,11
ES,SEPTICEMIA,HOSPITAL,"80 - 89",M,16
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
ES,SRAG,HOSPITAL,"80 - 89",M,2
GO,OUTRAS,DOMICILIO,"80 - 89",F,5
GO,OUTRAS,DOMICILIO,"80 - 89",M,10
GO,OUTRAS,HOSPITAL,"80 - 89",F,15
GO,OUTRAS,HOSPITAL,"80 - 89",M,11
GO,OUTRAS,OUTRO,"80 - 89",F,5
GO,OUTRAS,OUTRO,"80 - 89",M,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
GO,COVID,HOSPITAL,"80 - 89",F,7
GO,COVID,HOSPITAL,"80 - 89",M,14
GO,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,6
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,6
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
GO,PNEUMONIA,DOMICILIO,"80 - 89",M,3
GO,PNEUMONIA,HOSPITAL,"80 - 89",F,19
GO,PNEUMONIA,HOSPITAL,"80 - 89",M,9
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
GO,SEPTICEMIA,HOSPITAL,"80 - 89",F,5
GO,SEPTICEMIA,HOSPITAL,"80 - 89",M,6
GO,SEPTICEMIA,IGNORADO,"80 - 89",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
GO,SRAG,HOSPITAL,"80 - 89",F,1
GO,SRAG,HOSPITAL,"80 - 89",M,1
MA,OUTRAS,DOMICILIO,"80 - 89",F,2
MA,OUTRAS,DOMICILIO,"80 - 89",M,6
MA,OUTRAS,HOSPITAL,"80 - 89",F,7
MA,OUTRAS,HOSPITAL,"80 - 89",M,7
MA,OUTRAS,OUTRO,"80 - 89",M,1
MA,COVID,HOSPITAL,"80 - 89",F,1
MA,PNEUMONIA,DOMICILIO,"80 - 89",M,1
MA,PNEUMONIA,HOSPITAL,"80 - 89",F,4
MA,PNEUMONIA,HOSPITAL,"80 - 89",M,3
MA,PNEUMONIA,OUTRO,"80 - 89",F,1
MA,SEPTICEMIA,HOSPITAL,"80 - 89",M,3
MA,SRAG,HOSPITAL,"80 - 89",M,1
MG,OUTRAS,DOMICILIO,"80 - 89",F,33
MG,OUTRAS,DOMICILIO,"80 - 89",M,48
MG,OUTRAS,HOSPITAL,"80 - 89",F,49
MG,OUTRAS,HOSPITAL,"80 - 89",M,44
MG,OUTRAS,IGNORADO,"80 - 89",F,2
MG,OUTRAS,IGNORADO,"80 - 89",M,2
MG,OUTRAS,OUTRO,"80 - 89",F,1
MG,OUTRAS,OUTRO,"80 - 89",M,1
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
MG,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
MG,COVID,DOMICILIO,"80 - 89",F,1
